Id,Label,timeset,twitter_type,lat,lng,place_country,place_type,place_fullname,place_name,created_at,lang,possibly_sensitive,quoted_status_permalink,description,email,profile_image,friends_count,followers_count,real_name,location,emoji_alias,emoji_html_decimal,emoji_utf8
1259615928440012805,"Compra de 137.000 pesos por #Rappi, nunca llegó... y no fue almuerzo ni nada para mamá. Nadie responde, ni soporte, ni su chat de wp. ¿Qué onda @RappiColombia? ¿Quién responde?","<[2020-05-10T22:46:59.689Z, 2020-05-10T22:47:38.024Z, 2020-05-10T22:49:04.013Z]>",Tweet,,,,,,,Sun May 10 17:46:54 COT 2020,es,FALSE,,,,,,,,,,,
@epikur_co,@epikur_co,"<[2020-05-10T22:46:59.689Z, 2020-05-10T22:47:38.024Z, 2020-05-10T22:49:04.013Z, 2020-05-10T23:06:57.761Z]>",User,,,,,,,Mon Jun 08 13:49:41 COT 2009,,,,"VJ/DJ. Events Producer, PR and Digital Media. I used to friend with trees .",,http://pbs.twimg.com/profile_images/1185886171949420544/jGt-JZvR_bigger.jpg,510,793,Dayro Quintero - EPIKUR,Armenia - Bogotá,,,
1259615938846089217,"RT @_bembacolora: Te quedaste esperando el almuerzo por #Rappi o Uber eats en Día de la madre, Esperancita? Más vale que aprendas a cocinar…",<[2020-05-10T22:47:02.151Z]>,Tweet,,,,,,,Sun May 10 17:46:57 COT 2020,es,FALSE,,,,,,,,,,,
@crissiasuhan,@crissiasuhan,"<[2020-05-10T22:47:02.151Z, 2020-05-10T23:16:49.727Z, 2020-05-10T23:17:06.761Z]>",User,,,,,,,Thu Jan 27 12:47:31 COT 2011,,,,,,http://pbs.twimg.com/profile_images/1092169428102463488/PRPEq2a1_bigger.jpg,1711,1343,Crissia Suhan,,,,
1259615948513959937,Paro de repartidores de aplicaciones: “Rappi nos quita hasta las propinas” https://t.co/aiOBTQFNvx a través de @izquierdadiario,<[2020-05-10T22:47:04.499Z]>,Tweet,,,,,,,Sun May 10 17:46:59 COT 2020,es,FALSE,,,,,,,,,,,
@susanaborello1,@susanaborello1,<[2020-05-10T22:47:04.499Z]>,User,,,,,,,Tue Aug 13 13:42:44 COT 2019,,,,,,http://pbs.twimg.com/profile_images/1186832893643051010/-49AwmLX_bigger.jpg,368,19,Susana Borello,POSADAS,,,
https://www.laizquierdadiario.com/Paro-de-repartidores-de-aplicaciones-Rappi-nos-quita-hasta-las-propinas,https://www.laizquierdadiario.com/Paro-de-repartidores-de-aplicaciones-Rappi-nos-quita-hasta-las-propinas,<[2020-05-10T22:47:04.499Z]>,Link,,,,,,,,,,,,,,,,,,,,
1259615954297905161,"RT @TheoGelves: Hasta hoy llegó mi relación con Rappi. Carísimo, pésimo servicio y demorado. ¿Me recomiendan otras aplicaciones que sí func…",<[2020-05-10T22:47:05.832Z]>,Tweet,,,,,,,Sun May 10 17:47:00 COT 2020,es,FALSE,,,,,,,,,,,
@thomas0917,@thomas0917,<[2020-05-10T22:47:05.832Z]>,User,,,,,,,Mon Aug 13 09:18:56 COT 2012,,,,,,http://pbs.twimg.com/profile_images/1155126992586625024/ynxJn0ya_bigger.jpg,511,147,Mr. NINO,"Bogotá, D.C., Colombia",,,
1259615983075016705,"RT @DonBarbado: Quería sorprender a mi mamá el día de hoy y gracias a #Rappi lo conseguí, quedó muy sorprendida porque no llegó el pedido y…",<[2020-05-10T22:47:12.647Z]>,Tweet,,,,,,,Sun May 10 17:47:07 COT 2020,es,FALSE,,,,,,,,,,,
@maosara,@maosara,<[2020-05-10T22:47:12.647Z]>,User,,,,,,,Sun Oct 30 17:56:44 COT 2011,,,,Tenemos dos vidas. La segunda comienza cuando nos damos cuenta de que sólo tenemos una - Confucio 😉😀👍🙏,,http://pbs.twimg.com/profile_images/1160343471548510209/L5b2fYB5_bigger.jpg,4195,1481,마우리시오,Bucaramanga,,,
1259616022535057408,Todos quejandose de #Rappi y sinceramente lo esperaba. Por eso prefiero ir yo misma a comprarle algo a mi mamá.,<[2020-05-10T22:47:22.453Z]>,Tweet,,,,,,,Sun May 10 17:47:16 COT 2020,es,FALSE,,,,,,,,,,,
@hoseokparcero,@hoseokparcero,<[2020-05-10T22:47:22.453Z]>,User,,,,,,,Tue Apr 11 18:09:30 COT 2017,,,,Amando a Hoseok. Únicamente BTS. #제이홉,,http://pbs.twimg.com/profile_images/1250590508147236865/3BWgJJ7q_bigger.jpg,1521,2995,"Hobi, Marcela... 🇨🇴",Hope World,,,
1259616069464887296,"Algunos para tener unos detalles con nuestros padre tomamos la adopción de domicilios. Por mi parte cuadre con un restaurante la llegada de un almuerzo. Entiendo que muchas personas se confiaran #Rappi, pero normalmente este servicio no es óptimo, entonces imagínen el día de hoy?",<[2020-05-10T22:47:33.701Z]>,Tweet,,,,,,,Sun May 10 17:47:28 COT 2020,es,FALSE,,,,,,,,,,,
1259616085785051137,RT @camilooob: #Rappi en este momento https://t.co/1kuYMiueQS,<[2020-05-10T22:47:37.154Z]>,Tweet,,,,,,,Sun May 10 17:47:32 COT 2020,es,FALSE,,,,,,,,,,,
@cero3treinta,@cero3treinta,"<[2020-05-10T22:47:37.154Z, 2020-05-10T22:49:52.513Z, 2020-05-10T22:51:56.866Z]>",User,,,,,,,Tue Jun 21 10:33:44 COT 2011,,,,En esta cuenta no se admiten uribistas ni homofóbicos ni personas que se creen más que los demás solo por su físico o por cualquier otra cosa.,,http://pbs.twimg.com/profile_images/1255323967184928769/J6AT4gmU_bigger.jpg,498,1264,Marín,Colombia,,,
1259616089006276608,"RT @epikur_co: Compra de 137.000 pesos por #Rappi, nunca llegó... y no fue almuerzo ni nada para mamá. Nadie responde, ni soporte, ni su ch…",<[2020-05-10T22:47:38.024Z]>,Tweet,,,,,,,Sun May 10 17:47:32 COT 2020,es,FALSE,,,,,,,,,,,
@pipe_granada,@pipe_granada,<[2020-05-10T22:47:38.024Z]>,User,,,,,,,Fri Jul 23 07:07:46 COT 2010,,,,https://Instagram.com/pipe_granada/,,http://pbs.twimg.com/profile_images/1104223994956443649/dXdY9P2A_bigger.jpg,897,15061,Feli,"Medellín, Colombia",,,
1259616095205560321,RT @fernandoposada_: Es impresionante la falta de condiciones de salubridad que deben soportar los rappitenderos a diario en medio de esta…,<[2020-05-10T22:47:39.526Z]>,Tweet,,,,,,,Sun May 10 17:47:34 COT 2020,es,FALSE,,,,,,,,,,,
@meojedab,@meojedab,<[2020-05-10T22:47:39.526Z]>,User,,,,,,,Fri Nov 07 15:37:37 COT 2014,,,,,,http://pbs.twimg.com/profile_images/1018545562961006592/umlx4p5__bigger.jpg,98,153,Meibi Elizabeth Ojeda B,,,,
1259616137207308288,"@dnldnts to puta
tive q pedir almoço e agora tive que pedir janta
isso a rappi não vê!",<[2020-05-10T22:47:49.399Z]>,Tweet,,,,,,,Sun May 10 17:47:44 COT 2020,pt,FALSE,,,,,,,,,,,
@xxxxriver,@xxxxriver,<[2020-05-10T22:47:49.399Z]>,User,,,,,,,Fri Jan 20 08:56:30 COT 2017,,,,"Aqui você encontra minha versão podre. Peço desculpas desde já.

Atenciosamente, 
A gerência.",,http://pbs.twimg.com/profile_images/1255640030665678848/8myqqFhK_bigger.jpg,734,127,Caroline,,,,
@dnldnts,@dnldnts,<[2020-05-10T22:47:49.399Z]>,User,,,,,,,,,,,,,,,,,,,,
1259616198892945409,"Rappi y domicilios colapsaron terminamos pidiendo el almuerzo en un restaurante cercano y todo fue un auténtico fracaso, la comida estaba horrible y terminé discutiendo con mi mamá.... Lindo día, si",<[2020-05-10T22:48:04.189Z]>,Tweet,,,,,,,Sun May 10 17:47:59 COT 2020,es,FALSE,,,,,,,,,,,
@liseth_1408,@liseth_1408,<[2020-05-10T22:48:04.189Z]>,User,,,,,,,Mon Apr 16 20:32:16 COT 2012,,,,"방탄소년단 24/7

 ♡ OT7 ♡ ¦ Jιмιи & Hσѕεσк Bιαѕεd ¦

Wяεcкεя: Mσdσ αlεαтσяισ 🔀

| Adιcтα α Wαттραd | Vнσρε ♡ Yσσимιи",,http://pbs.twimg.com/profile_images/1258607564729790467/Jqd9zfK9_bigger.jpg,832,614,Lis⁷ 💜✨ | 🇨🇴 |,"Bogotá, D.C., Colombia",,,
1259616204123189248,@casisoyyo @Karlaarcila @RappiColombia @sicsuper Jajajaja la responsabilidad no es de Rappi qué tal esto😂. La gente romantizando la precariedad laboral. Eso no es economía colaborativa. Rappi debe responder.,<[2020-05-10T22:48:05.533Z]>,Tweet,,,,,,,Sun May 10 17:48:00 COT 2020,es,FALSE,,,,,,,,,,,
@fernandelreb,@fernandelreb,<[2020-05-10T22:48:05.533Z]>,User,,,,,,,Sun Oct 21 21:42:09 COT 2012,,,,"Abogado Especialista en Gestión Pública, (c) Magister en Administración de Empresas-MBA y empresario de esta tierra maravillosa. Víctima de las Farc. Por la ➡️",,http://pbs.twimg.com/profile_images/1206039004971438082/4m01jXry_bigger.jpg,692,775,Fernando Delgado,,,,
1259616212394414080,@Gabitoviking Te mando a chucky x rappi ?,<[2020-05-10T22:48:07.371Z]>,Tweet,,,,,,,Sun May 10 17:48:02 COT 2020,pt,FALSE,,,,,,,,,,,
@angeldemoni0,@angeldemoni0,<[2020-05-10T22:48:07.371Z]>,User,,,,,,,Wed Oct 02 18:16:53 COT 2019,,,,"Soy Verónica De #LaFeliz  madre de 2 varones, anti k, pro vida , hincha de River, amante de los animales, geminiana, y música siempre! NO DM !!!",,http://pbs.twimg.com/profile_images/1257852831211667459/E9kgRs9S_bigger.jpg,2519,2515,angel y demonio,,,,
@gabitoviking,@gabitoviking,<[2020-05-10T22:48:07.371Z]>,User,,,,,,,,,,,,,,,,,,,,
1259616221416259585,"Por Rappi y por otras aplicaciones más de una mamá está aguantando hambre, que gonorrea.","<[2020-05-10T22:48:09.634Z, 2020-05-10T22:49:12.921Z, 2020-05-10T22:49:34.119Z]>",Tweet,,,,,,,Sun May 10 17:48:04 COT 2020,es,FALSE,,,,,,,,,,,
@delluciee,@delluciee,"<[2020-05-10T22:48:09.634Z, 2020-05-10T22:49:12.921Z, 2020-05-10T22:49:34.119Z]>",User,,,,,,,Fri Mar 04 11:26:22 COT 2011,,,,"🦁Soy una revolución crespa.
Hablo paisa arrastrao, mi hámster se llama Ginger 🐹
TENGO DISLEXIA Y DISGRAFIA.",,http://pbs.twimg.com/profile_images/1239951557191438339/M1g3EU_J_bigger.jpg,179,10642,Mimis🦄🌈💜💛❤💚💙,"Medellín, Colombia",,,
1259616240097689600,"RT @polly_calderon: Era apenas de esperarse la estallada de Rappi hoy. He visto plataformas más robustas caer por menos. 
Creo que no alcan…",<[2020-05-10T22:48:15.346Z]>,Tweet,,,,,,,Sun May 10 17:48:08 COT 2020,es,FALSE,,,,,,,,,,,
@camilo2k,@camilo2k,<[2020-05-10T22:48:15.346Z]>,User,,,,,,,Fri Aug 07 12:39:33 COT 2009,,,,"Geek. Se twittea sobre tecnologia, se echan madres y de vez en cuando se habla de politica y actualidad.",,http://pbs.twimg.com/profile_images/520631426710925312/nC53ETP__bigger.png,969,708,@Camilo2k,Colombia,,,
1259616259433521152,#Rappi Hoy el día de las madres en Bogotá es #Rappi_y_Furi,<[2020-05-10T22:48:18.540Z]>,Tweet,,,,,,,Sun May 10 17:48:13 COT 2020,es,FALSE,,,,,,,,,,,
@panversia,@panversia,"<[2020-05-10T22:48:18.540Z, 2020-05-10T23:34:06.897Z]>",User,,,,,,,Thu Dec 26 15:38:30 COT 2019,,,,"📌Noticias globales, razonadas, oportunas e independientes.
🌎Ediciones revisadas y contribuciones globales.
🥁Medio innovador de comunicación.",,http://pbs.twimg.com/profile_images/1210938320466907138/KzFo7uPR_bigger.jpg,125,9,Panversia News,Bogotá D.C. ,,,
#rappi_y_furi,#rappi_y_furi,<[2020-05-10T22:48:18.540Z]>,Hashtag,,,,,,,,,,,,,,,,,,,,
1259616284901343232,RT @Citytv: Colapso de Rappi y otras plataformas en el día de las madres por exceso de pedidos. Esta es la denuncia de los usuarios -> http…,<[2020-05-10T22:48:24.879Z]>,Tweet,,,,,,,Sun May 10 17:48:19 COT 2020,es,FALSE,,,,,,,,,,,
@ramirojosetorre,@ramirojosetorre,<[2020-05-10T22:48:24.879Z]>,User,,,,,,,Sat Jul 02 08:59:12 COT 2011,,,,Dios🙏🏻-Familia-Ing. Ambiental♻️. -Colombia. Especialista en Gerencia Ambiental. Fundador de @ecoingenieriaa1,,http://pbs.twimg.com/profile_images/1254894548255465476/XRdOFDEB_bigger.jpg,1009,1482,Ing. Ramiro José Torres Gómez,"Barrancas, Colombia",,,
1259616288164495361,"Hice 2 cuadras para ir al chino, volviendo me chocó una bici rappi que venía en contramano. #QuedateEnCasa",<[2020-05-10T22:48:25.394Z]>,Tweet,,,,,,,Sun May 10 17:48:20 COT 2020,es,FALSE,,,,,,,,,,,
@tomhernandez42,@tomhernandez42,<[2020-05-10T22:48:25.394Z]>,User,,,,,,,Thu Jul 27 07:00:20 COT 2017,,,,Filosofia barata,,http://pbs.twimg.com/profile_images/1107379134538358784/KQG-xyEE_bigger.jpg,222,129,Tomi,De Pehuajó en Buenos Aires,,,
#quedateencasa,#quedateencasa,"<[2020-05-10T22:48:25.394Z, 2020-05-10T23:13:06.908Z]>",Hashtag,,,,,,,,,,,,,,,,,,,,
1259616346670804992,"@lajulicardenas Tiene uno que pasar por muchas decepciones y puterías para dejar de usar esa vaina. Rappi fue una buena idea, una gran intención, pero fracasó hace rato.",<[2020-05-10T22:48:39.436Z]>,Tweet,,,,,,,Sun May 10 17:48:34 COT 2020,es,FALSE,,,,,,,,,,,
@acercandrom,@acercandrom,<[2020-05-10T22:48:39.436Z]>,User,,,,,,,Tue Nov 07 13:17:34 COT 2017,,,,Descreído,,http://pbs.twimg.com/profile_images/1232661369415225344/hA8jQRC-_bigger.jpg,226,56,Alejo,,,,
1259616348046594048,RT @fernandoposada_: Es impresionante la falta de condiciones de salubridad que deben soportar los rappitenderos a diario en medio de esta…,<[2020-05-10T22:48:39.747Z]>,Tweet,,,,,,,Sun May 10 17:48:34 COT 2020,es,FALSE,,,,,,,,,,,
@wilmeralcalmu2,@wilmeralcalmu2,<[2020-05-10T22:48:39.747Z]>,User,,,,,,,Thu Jan 09 11:10:29 COT 2020,,,,Opiniones Personales✊,,http://pbs.twimg.com/profile_images/1259564236071632911/ExdjNLx9_bigger.jpg,974,117,Wilmer Alcalá Muñoz,Colombia,,,
1259616356393238530,Que esperaban? si normalmente el día de la madre es el peor día para salir de casa ahora imaginede todo el mundo pidiendo domicilio #Rappi #FelizDomingo #diadelasmadres,<[2020-05-10T22:48:41.795Z]>,Tweet,,,,,,,Sun May 10 17:48:36 COT 2020,es,FALSE,,,,,,,,,,,
@muycasual,@muycasual,<[2020-05-10T22:48:41.795Z]>,User,,,,,,,Tue Mar 29 14:14:28 COT 2011,,,,"Medico por vocacion, la vida es una aventura.",,http://pbs.twimg.com/profile_images/463725529745866753/K-119_XW_bigger.jpeg,731,230,MuyCasual,"Bogotá, Colombia",,,
#felizdomingo,#felizdomingo,"<[2020-05-10T22:48:41.795Z, 2020-05-10T22:59:24.761Z, 2020-05-10T23:27:22.246Z]>",Hashtag,,,,,,,,,,,,,,,,,,,,
1259616361673785345,RT @Citytv: Colapso de Rappi y otras plataformas en el día de las madres por exceso de pedidos. Esta es la denuncia de los usuarios -> http…,<[2020-05-10T22:48:43.224Z]>,Tweet,,,,,,,Sun May 10 17:48:37 COT 2020,es,FALSE,,,,,,,,,,,
1259616363972362240,#Rappi si un día de la madre normal se saturan los restaurantes... Ahora con unos cuantos trabajando... Era de suponerse que el servicio se iba a ir de culo...  No es solo rappi... La vida cambió y la gente sigue sin entender... NADA SERÁ COMO ANTES!!!!!!,<[2020-05-10T22:48:43.477Z]>,Tweet,,,,,,,Sun May 10 17:48:38 COT 2020,es,FALSE,,,,,,,,,,,
1259616370280595456,"RT @DonBarbado: Quería sorprender a mi mamá el día de hoy y gracias a #Rappi lo conseguí, quedó muy sorprendida porque no llegó el pedido y…",<[2020-05-10T22:48:45.069Z]>,Tweet,,,,,,,Sun May 10 17:48:39 COT 2020,es,FALSE,,,,,,,,,,,
@karolitacero,@karolitacero,"<[2020-05-10T22:48:45.069Z, 2020-05-10T22:49:02.477Z]>",User,,,,,,,Sun Mar 14 16:16:21 COT 2010,,,,,,http://pbs.twimg.com/profile_images/1086691850763816961/l1_lH45M_bigger.jpg,970,361,k,"Bogotá, Colombia",,,
1259616379923243009,"RT @bizcochoRancio7: - hijo, y el almuerzo?

- lo pedí por #Rappi... https://t.co/DsKG2Ifivl",<[2020-05-10T22:48:47.322Z]>,Tweet,,,,,,,Sun May 10 17:48:42 COT 2020,es,FALSE,,,,,,,,,,,
1259616399024144385,@Re_desconfia2 Están esperando el Rappi,<[2020-05-10T22:48:51.877Z]>,Tweet,,,,,,,Sun May 10 17:48:46 COT 2020,es,FALSE,,,,,,,,,,,
@katalexia,@katalexia,<[2020-05-10T22:48:51.877Z]>,User,,,,,,,Sat Jul 18 13:51:01 COT 2009,,,,Aldoleaista  🇳🇬  Özilista #M1Ö #COYG,,http://pbs.twimg.com/profile_images/1237042577800650758/AwKQocbv_bigger.jpg,908,2122,Katalexia,,,,
@re_desconfia2,@re_desconfia2,<[2020-05-10T22:48:51.877Z]>,User,,,,,,,,,,,,,,,,,,,,
1259616399158362113,"RT @lajulicardenas: Les dice uno que no usen Rappi y es como si les dijera ""úsenlo todos al tiempo"".

Disculparán pero la gente lleva quejá…",<[2020-05-10T22:48:51.929Z]>,Tweet,,,,,,,Sun May 10 17:48:46 COT 2020,es,FALSE,,,,,,,,,,,
@andres_rodrigo_,@andres_rodrigo_,<[2020-05-10T22:48:51.929Z]>,User,,,,,,,Thu Dec 16 21:55:45 COT 2010,,,,Bio en remodelación. 🇨🇴🇲🇨,,http://pbs.twimg.com/profile_images/1143559629680644096/Na1WZbJt_bigger.jpg,2050,1033,Andrés Rodrigo en Casa 🏡,Bogotá,,,
1259616408390041605,"Listo #Rappi, sabíamos que iba a hacer un #DiaDeLaMadre diferente pero jamás imaginamos que sin almuerzos. ¡Gracias @RappiColombia! https://t.co/2pUD3H77T6",<[2020-05-10T22:48:54.182Z]>,Tweet,,,,,,,Sun May 10 17:48:48 COT 2020,es,FALSE,,,,,,,,,,,
@malejanino,@malejanino,"<[2020-05-10T22:48:54.182Z, 2020-05-10T22:49:49.377Z, 2020-05-10T22:52:18.005Z, 2020-05-10T23:14:18.331Z, 2020-05-10T23:31:17.168Z, 2020-05-10T23:44:12.349Z]>",User,,,,,,,Fri Apr 16 20:03:12 COT 2010,,,,Comunicadora social y Periodista de @unisabana |Magíster en Comunicación Política de @UExternado | Opiniones serias y no tan serias pero personales. #SíALaPaz🕊,,http://pbs.twimg.com/profile_images/1049036694257897473/KchQc9zw_bigger.jpg,415,492,María Alejandra Niño,"Bogotá, Colombia",,,
http://pbs.twimg.com/media/EXsOcURWkAAvA7q.jpg,http://pbs.twimg.com/media/EXsOcURWkAAvA7q.jpg,<[2020-05-10T22:48:54.182Z]>,Media,,,,,,,,,,,,,,,,,,,,
1259616412995371013,"RT @RomarioQR: Se entiende que tengas rabia porque tu pedido de #Rappi no llegó a tiempo, pero no puedes tratar como una basura al muchacho…",<[2020-05-10T22:48:55.225Z]>,Tweet,,,,,,,Sun May 10 17:48:50 COT 2020,es,FALSE,,,,,,,,,,,
@crtalse,@crtalse,<[2020-05-10T22:48:55.225Z]>,User,,,,,,,Mon Aug 23 18:36:36 COT 2010,,,,22,,http://pbs.twimg.com/profile_images/1254489845939961863/FtlewBct_bigger.jpg,892,1242,Cachetes,"Bogotá, D.C., Colombia",,,
1259616443567652871,RT @_katt_mo: los que pidieron comida por #Rappi el día de hoy https://t.co/g6HEz5ePfz,<[2020-05-10T22:49:02.477Z]>,Tweet,,,,,,,Sun May 10 17:48:57 COT 2020,es,FALSE,,,,,,,,,,,
1259616450052009984,"RT @epikur_co: Compra de 137.000 pesos por #Rappi, nunca llegó... y no fue almuerzo ni nada para mamá. Nadie responde, ni soporte, ni su ch…",<[2020-05-10T22:49:04.013Z]>,Tweet,,,,,,,Sun May 10 17:48:58 COT 2020,es,FALSE,,,,,,,,,,,
@kokugenka,@kokugenka,<[2020-05-10T22:49:04.013Z]>,User,,,,,,,Fri Oct 22 17:00:22 COT 2010,,,,"La playa, el cielo y las estrellas.
Mucho y nada por decir.

🌙",,http://pbs.twimg.com/profile_images/1258609827900686336/GY36dw6z_bigger.jpg,550,993,Quinela,colombia,,,
1259616460432912386,@hskamrow Te mando por rappi,<[2020-05-10T22:49:06.572Z]>,Tweet,,,,,,,Sun May 10 17:49:01 COT 2020,pt,FALSE,,,,,,,,,,,
@chhara__,@chhara__,<[2020-05-10T22:49:06.572Z]>,User,,,,,,,Thu Dec 17 23:00:57 COT 2015,,,,icon=personaje fav// mirate the promised neverland si leíste esto,,http://pbs.twimg.com/profile_images/1259579582535131140/rjVVT84P_bigger.jpg,550,382,𝔦 𝔞 𝔯 𝔦 𝔱 𝔞,softgirl?¿,,,
@hskamrow,@hskamrow,<[2020-05-10T22:49:06.572Z]>,User,,,,,,,,,,,,,,,,,,,,
1259616464526626817,RT @dianalunareja: Rappi es una mierda por muchos motivos pero es que misamores qué esperaban pidiendo domicilio de madres así de última ho…,<[2020-05-10T22:49:07.444Z]>,Tweet,,,,,,,Sun May 10 17:49:02 COT 2020,es,FALSE,,,,,,,,,,,
@fresamaria,@fresamaria,<[2020-05-10T22:49:07.444Z]>,User,,,,,,,Sat Sep 19 14:46:24 COT 2009,,,,"Pelirroja, sagitariana, Psicóloga, cocinera con sazón, adicta a Dr House, venero a Novak Djokovic,  amo el tenis, tengo tres gatos 🐊🎾❤️",,http://pbs.twimg.com/profile_images/952214984372703233/wwdrzVFd_bigger.jpg,333,600,Lina María 🍓🐊,Aquì y Ahora,,,
1259616480582393856,"@AndrsPinzn19 @RappiColombia Me pasó igual, el mio lo cancelaron pero el señor del rappi vino hasta acá, pidiendo ayuda porque no había podido ganar nada hoy, ya que todos los pedidos que tenía en la plataforma se los habían cobrado.",<[2020-05-10T22:49:11.591Z]>,Tweet,,,,,,,Sun May 10 17:49:06 COT 2020,es,FALSE,,,,,,,,,,,
@mhakspiel,@mhakspiel,<[2020-05-10T22:49:11.591Z]>,User,,,,,,,Thu May 16 11:01:24 COT 2019,,,,"Mercurio retrógrado permanente en mi vida.
Caleña pero muy rola",,http://pbs.twimg.com/profile_images/1258439032465391618/QwuWPEnY_bigger.jpg,37,24,Mari En La Ventana,,,,
@andrspinzn19,@andrspinzn19,<[2020-05-10T22:49:11.591Z]>,User,,,,,,,,,,,,,,,,,,,,
1259616486404100097,"RT @DeLluciee: Por Rappi y por otras aplicaciones más de una mamá está aguantando hambre, que gonorrea.",<[2020-05-10T22:49:12.920Z]>,Tweet,,,,,,,Sun May 10 17:49:07 COT 2020,es,FALSE,,,,,,,,,,,
1259616492561272832,"RT @RomarioQR: Se entiende que tengas rabia porque tu pedido de #Rappi no llegó a tiempo, pero no puedes tratar como una basura al muchacho…",<[2020-05-10T22:49:14.433Z]>,Tweet,,,,,,,Sun May 10 17:49:09 COT 2020,es,FALSE,,,,,,,,,,,
@nygma777,@nygma777,<[2020-05-10T22:49:14.433Z]>,User,,,,,,,Fri Nov 01 11:13:53 COT 2013,,,,"""El misterio es la cosa más bonita que podemos experimentar. Es la fuente de todo arte y ciencia verdadera"". Albert Einstein",,http://pbs.twimg.com/profile_images/1232826611424202752/3CA15D1x_bigger.jpg,988,917,Nygma,"Medellín, Colombia",,,
1259616501642022913,"RT @_bembacolora: Te quedaste esperando el almuerzo por #Rappi o Uber eats en Día de la madre, Esperancita? Más vale que aprendas a cocinar…",<[2020-05-10T22:49:16.292Z]>,Tweet,,,,,,,Sun May 10 17:49:11 COT 2020,es,FALSE,,,,,,,,,,,
@boramer,@boramer,"<[2020-05-10T22:49:16.292Z, 2020-05-10T22:51:15.810Z]>",User,,,,,,,Tue May 11 11:07:37 COT 2010,,,,VIAJERO. DISEÑADOR Y ARTISTA,,http://pbs.twimg.com/profile_images/1254195451072577536/fEN-oyrm_bigger.jpg,137,40,jhon jairo jaimes p,colombia,,,
1259616515416043521,Yo viendo cómo los que solo se meten a la cocina a dejar la loza sucia pierden la cabeza porque no les llega sus pedidos en #Rappi ni #UberEats https://t.co/RHUMdm2iff,"<[2020-05-10T22:49:19.784Z, 2020-05-10T22:49:52.304Z, 2020-05-10T22:50:22.963Z]>",Tweet,,,,,,,Sun May 10 17:49:14 COT 2020,es,FALSE,,,,,,,,,,,
@djgeorgejb,@djgeorgejb,"<[2020-05-10T22:49:19.784Z, 2020-05-10T22:49:52.304Z, 2020-05-10T22:50:22.963Z, 2020-05-10T23:25:35.177Z, 2020-05-10T23:26:22.879Z, 2020-05-10T23:26:55.149Z, 2020-05-10T23:26:56.482Z, 2020-05-10T23:27:06.824Z, 2020-05-10T23:30:02.949Z]>",User,,,,,,,Thu Jul 26 11:01:48 COT 2012,,,,•DJ •Personal Trainer •Mamerto Izquierdoso/ ANTES DE SEGUIRME SEPA QUE AQUÍ SE ODIA Y SE HIJUEPUTEA AL UBERRIMO.,,http://pbs.twimg.com/profile_images/1148779214075830284/ZUX56_rN_bigger.jpg,544,2249,DJ George JB,CALI - COLOMBIA,,,
http://pbs.twimg.com/tweet_video_thumb/EXsOicYXkAA-otE.jpg,http://pbs.twimg.com/tweet_video_thumb/EXsOicYXkAA-otE.jpg,"<[2020-05-10T22:49:19.784Z, 2020-05-10T22:49:52.304Z, 2020-05-10T22:50:22.963Z]>",Media,,,,,,,,,,,,,,,,,,,,
1259616528208666627,"En mi casa mi mamá cocino el almuerzo, para evitar el estrés que vivimos al pedir el postre que no llegará. Ahora que veo las fotos de rappi. Debieron prohibirlo. Los domiciliarios aumentaron la probabilidad de enfermarse por la aglomeración en las filas. Que mal.",<[2020-05-10T22:49:24.905Z]>,Tweet,,,,,,,Sun May 10 17:49:17 COT 2020,es,FALSE,,,,,,,,,,,
@benherrerar,@benherrerar,"<[2020-05-10T22:49:24.905Z, 2020-05-10T22:51:47.838Z, 2020-05-10T23:34:02.167Z, 2020-05-10T23:34:39.142Z]>",User,,,,,,,Sun Jul 12 17:50:14 COT 2009,,,,,,http://pbs.twimg.com/profile_images/1083070426950103041/_QOKHjDV_bigger.jpg,391,153,Benjamin II,,,,
1259616530448474115,"Si no fuera por el mal servicio de #Rappi, #MatarifeLaSerie estaría de primero en las tendencias. @elquelosdelata @HELIODOPTERO @JulianFMartinez",<[2020-05-10T22:49:24.913Z]>,Tweet,,,,,,,Sun May 10 17:49:18 COT 2020,es,FALSE,,,,,,,,,,,
@elquelosdelata,@elquelosdelata,<[2020-05-10T22:49:24.913Z]>,User,,,,,,,,,,,,,,,,,,,,
@heliodoptero,@heliodoptero,<[2020-05-10T22:49:24.913Z]>,User,,,,,,,,,,,,,,,,,,,,
@julianfmartinez,@julianfmartinez,<[2020-05-10T22:49:24.913Z]>,User,,,,,,,,,,,,,,,,,,,,
1259616534684672000,"Hoy dia de la mamita y les da por pedir domicilio en Rappi?
Ayyy amiguitos si no les llego el pedido es OBVIO ...
Cuidado le cocinan rico a la mamita 😳🙄🤣",<[2020-05-10T22:49:24.961Z]>,Tweet,,,,,,,Sun May 10 17:49:19 COT 2020,es,FALSE,,,,,,,,,,,
@mshadowsmcr,@mshadowsmcr,"<[2020-05-10T22:49:24.961Z, 2020-05-10T22:53:26.426Z]>",User,,,,,,,Fri Jul 16 15:13:39 COT 2010,,,,"Nothing to Prove
Melomano 🤪
Aficionado a tomar fotos en Conciertos",,http://pbs.twimg.com/profile_images/1257201288045043712/_Tjfs1Za_bigger.jpg,847,410,Yeremy Jahir Silva,,,,
